AreaIdFrom,DistrictIdFrom,AreaIdTo,DistrictIdTo,Tolerance
439,,709,,0.55
410,90,161,15,0.2
486,146,161,27,0.6
277,,486,279,0.0
276,,486,161,0.0
651,318,161,11,0.0
667,,455,112,0.4
573,,486,248,0.25
185,,161,61,0.55
288,,486,278,0.25
486,270,486,201,0.3
621,,486,264,0.65
486,213,455,124,0.05
469,,36,,0.3
268,,161,48,0.0
486,288,486,196,0.0
68,,465,,0.0
792,321,486,302,0.05
151,,486,136,0.05
640,,792,321,0.0
249,,363,,0.8
486,316,486,180,0.4
633,,277,,0.25
635,,486,156,0.75
6,,486,280,0.9
106,,479,,0.3
608,,486,179,0.5
772,,486,194,0.1
175,,161,18,0.7
204,,273,,0.05
115,66,486,199,0.1
161,59,161,61,0.5
161,55,161,29,0.0
433,101,486,223,0.25
69,2,486,312,0.0
35,,161,30,0.45
419,,161,46,0.1
833,,813,,0.2
792,322,486,288,0.3
515,,218,,0.05
161,35,161,10,0.6
455,123,455,120,0.55
682,,486,239,0.65
218,,792,321,0.55
279,,486,184,0.0
594,,486,308,0.05
479,,486,151,0.0
797,,486,301,0.3
879,,161,6,0.6
455,120,279,,0.5
770,,486,255,0.4
455,123,161,55,0.05
695,,66,,0.55
167,,157,,0.5
69,4,486,273,0.1
65,,486,154,0.0
144,,926,,0.1
227,,465,,0.5
25,,161,17,0.1
61,,486,151,0.0
828,,65,,0.65
171,,813,,0.35
608,,455,115,0.05
651,318,486,139,0.15
486,146,486,311,0.4
621,,486,300,0.1
486,300,486,202,0.2
218,,344,83,0.2
486,280,486,146,0.35
310,,486,261,0.0
297,,929,,0.55
486,188,486,259,0.1
488,,486,247,0.6
279,,36,,0.2
818,,486,249,0.3
273,,486,286,0.65
115,66,344,75,0.25
736,,486,176,0.25
486,210,486,134,0.05
594,,455,108,0.05
824,,486,245,0.65
773,,486,229,0.45
488,,709,,0.6
471,,486,186,0.0
486,304,486,273,0.15
444,,486,252,0.0
277,,115,69,0.25
218,,486,277,0.45
397,,455,108,0.2
455,108,486,172,0.3
408,,486,308,0.05
88,,185,,0.7
406,,439,,0.5
310,,410,94,0.0
403,,161,44,0.0
479,,486,245,0.35
479,,486,222,0.2
687,,651,318,0.1
634,,318,,0.0
674,,161,57,0.25
486,146,486,309,0.05
410,92,486,137,0.1
121,,132,,0.2
201,,455,118,0.35
469,,455,116,0.3
824,,69,3,0.15
486,244,410,89,0.15
410,91,344,79,0.55
818,,61,,0.15
385,,245,,0.05
274,,161,53,0.3
205,,433,100,0.2
651,319,486,156,0.8
705,,161,56,0.15
486,194,486,234,0.6
488,,61,,0.3
269,,455,103,0.25
161,24,486,199,0.35
304,,495,,0.1
427,,410,95,0.1
189,73,486,212,0.25
650,,427,,0.3
344,80,455,128,0.8
486,205,486,201,0.3
161,27,486,155,0.4
486,290,433,101,0.2
792,321,161,42,0.4
310,,813,,0.0
887,,298,,0.25
792,321,486,221,0.25
813,,161,60,0.4
486,316,486,188,0.1
484,,640,,0.1
154,,491,,0.25
455,112,161,39,0.45
444,,651,319,0.2
242,,486,190,0.35
189,71,486,211,0.15
792,320,486,230,0.5
486,302,455,103,0.4
61,,465,,0.15
913,343,161,39,0.1
824,,486,152,0.25
455,113,486,312,0.15
792,320,218,,0.45
427,,486,293,0.0
61,,90,,0.65
439,,161,32,0.7
171,,879,,0.15
455,114,486,144,0.2
33,,3,,0.3
917,,279,,0.05
530,,69,3,0.15
455,122,486,181,0.15
621,,488,,0.0
486,245,792,322,0.15
479,,486,230,0.0
171,,469,,0.0
162,,410,90,0.1
427,,433,100,0.75
488,,161,34,0.45
486,245,486,199,0.55
455,121,161,31,0.5
486,158,486,186,0.65
813,,486,173,0.7
62,,870,336,0.45
486,200,486,241,0.5
129,,433,101,0.5
497,,486,303,0.4
621,,465,,0.65
913,348,455,115,0.45
427,,486,264,0.3
418,,433,101,0.6
99,,792,321,0.4
194,,189,72,0.5
61,,410,93,0.0
298,,410,92,0.15
162,,277,,0.1
455,115,455,106,0.3
412,,486,262,0.6
913,343,913,346,0.6
486,224,486,165,0.35
277,,161,50,0.25
514,,455,129,0.1
344,75,35,,0.3
36,,115,69,0.35
344,75,486,152,0.7
797,,274,,0.6
465,,175,,0.55
486,203,792,322,0.35
486,233,486,193,0.05
505,,486,221,0.2
35,,455,107,0.25
813,,486,255,0.4
679,,488,,0.6
410,95,69,1,0.1
410,90,486,235,0.45
186,,486,223,0.05
621,,455,124,0.3
161,26,161,9,0.75
874,,486,232,0.8
69,1,486,171,0.2
116,,136,,0.3
175,,298,,0.8
84,,161,39,0.0
531,,683,,0.0
824,,486,132,0.25
486,241,486,179,0.55
488,,486,154,0.8
486,253,486,307,0.15
455,114,65,,0.85
455,131,486,228,0.3
161,52,486,202,0.55
161,60,486,231,0.05
410,99,161,29,0.45
486,216,486,151,0.15
189,72,161,54,0.05
495,,486,194,0.75
465,,651,318,0.1
486,178,486,295,0.2
218,,455,117,0.0
811,,486,225,0.8
69,2,486,311,0.05
479,,69,2,0.5
277,,455,130,0.65
253,,913,342,0.0
679,,455,115,0.1
434,,247,,0.1
161,8,486,217,0.9
486,242,486,224,0.05
431,,879,,0.35
204,,277,,0.45
673,,273,,0.6
161,43,486,285,0.8
161,64,161,18,0.2
486,159,486,194,0.85
804,,479,,0.05
651,319,486,293,0.55
455,130,486,189,0.15
486,176,161,59,0.05
465,,486,254,0.3
776,,486,257,0.1
305,,233,,0.1
115,70,455,116,0.75
547,,245,,0.05
83,,486,216,0.45
486,240,486,159,0.65
668,,175,,0.4
699,,486,168,0.4
486,236,486,198,0.2
940,,594,,0.0
681,,455,105,0.45
455,119,486,238,0.0
433,102,161,61,0.4
410,87,161,12,0.05
161,25,486,303,0.8
486,300,486,235,0.1
161,10,455,116,0.2
36,,870,340,0.15
52,,344,76,0.35
486,232,486,253,0.6
151,,484,,0.15
309,,298,,0.4
161,14,161,42,0.3
455,130,486,194,0.5
184,,410,92,0.6
3,,61,,0.55
140,,486,202,0.65
825,,140,,0.2
385,,344,75,0.0
427,,455,125,0.15
486,139,486,313,0.65
410,87,486,189,0.7
486,269,161,35,0.2
212,,828,,0.25
759,,320,,0.0
161,43,161,50,0.6
493,,161,24,0.15
344,82,486,159,0.0
679,,455,127,0.25
273,,486,257,0.05
277,,161,23,0.3
455,131,486,312,0.7
488,,486,292,0.4
828,,486,136,0.0
486,278,486,307,0.45
161,63,161,12,0.5
471,,455,119,0.3
427,,486,185,0.35
161,11,455,125,0.2
514,,792,320,0.4
433,100,486,204,0.8
813,,486,245,0.75
272,,277,,0.4
218,,486,273,0.45
651,318,298,,0.1
513,,218,,0.0
455,128,161,11,0.35
486,208,486,172,0.25
52,,344,78,0.15
486,285,486,161,0.45
455,103,486,274,0.05
410,92,486,192,0.3
810,,824,,0.2
455,131,486,142,0.05
828,,486,183,0.0
35,,277,,0.55
655,,486,194,0.55
832,,433,101,0.5
493,,161,26,0.1
287,,486,293,0.0
486,139,486,182,0.4
486,291,486,184,0.1
189,72,486,144,0.0
8,,161,46,0.5
621,,455,108,0.2
870,334,455,109,0.7
764,,792,322,0.1
488,,486,137,0.75
897,,455,120,0.3
433,101,302,,0.4
344,83,344,77,0.1
290,,488,,0.25
179,,298,,0.15
465,,651,319,0.55
709,,488,,0.5
270,,752,,0.25
621,,879,,0.15
651,319,479,,0.3
161,14,486,240,0.85
115,67,455,105,0.6
618,,218,,0.8
486,286,161,41,0.45
486,237,161,45,0.0
344,82,115,66,0.2
277,,486,185,0.15
151,,486,247,0.5
428,,455,131,0.4
455,117,486,296,0.2
439,,410,97,0.9
870,333,455,126,0.25
642,,61,,0.5
868,,344,80,0.2
487,,486,188,0.8
486,299,486,224,0.0
152,,69,3,0.55
689,,640,,0.8
486,263,455,121,0.15
455,130,486,139,0.8
274,,161,32,0.2
61,,486,230,0.45
161,56,486,132,0.1
783,,792,320,0.25
930,,723,,0.3
675,,486,201,0.0
651,318,410,92,0.5
189,71,486,275,0.2
486,192,486,158,0.5
162,,115,69,0.15
811,,792,322,0.1
35,,189,73,0.45
322,,344,81,0.65
486,226,486,147,0.05
61,,486,287,0.8
142,,934,,0.3
69,2,455,126,0.05
478,,455,119,0.05
161,21,486,274,0.6
541,,245,,0.05
783,,488,,0.2
822,,385,,0.15
36,,69,2,0.05
696,,69,3,0.1
189,72,161,56,0.05
773,,486,247,0.7
237,,486,164,0.5
455,126,486,275,0.1
870,328,792,322,0.1
749,,410,97,0.4
469,,486,157,0.35
69,1,455,129,0.35
824,,486,169,0.35
640,,161,61,0.0
926,,879,,0.35
358,,235,,0.95
651,319,486,292,0.7
533,,455,105,0.9
83,,410,85,0.05
709,,35,,0.05
619,,161,14,0.05
455,106,486,158,0.5
486,132,486,136,0.4
455,120,161,30,0.1
455,126,455,128,0.25
84,,486,251,0.05
828,,621,,0.6
168,,813,,0.15
245,,218,,0.5
486,274,161,45,0.3
792,321,406,,0.4
488,,486,281,0.3
815,,792,321,0.3
460,,161,14,0.5
161,54,486,196,0.2
61,,792,322,0.55
685,,486,242,0.85
479,,486,135,0.2
668,,514,,0.3
465,,455,117,0.15
298,,486,263,0.1
711,,439,,0.3
709,,161,60,0.4
179,,479,,0.8
455,104,486,311,0.3
455,115,486,301,0.15
486,211,486,177,0.25
651,319,486,156,0.2
69,4,277,,0.0
486,245,486,139,0.4
35,,161,28,0.1
161,43,486,145,0.65
161,51,161,6,0.0
462,,486,304,0.45
194,,486,313,0.6
141,,455,109,0.3
879,,486,137,0.7
711,,683,,0.35
486,168,486,176,0.3
406,,913,341,0.05
35,,479,,0.4
328,,486,179,0.75
648,,455,113,0.55
175,,486,172,0.0
273,,455,109,0.45
35,,486,159,0.2
917,,161,30,0.65
243,,594,,0.35
140,,433,101,0.15
486,213,486,217,0.35
279,,486,153,0.5
520,,587,,0.1
486,248,486,179,0.1
807,,175,,0.35
792,320,486,204,0.0
15,,161,46,0.4
479,,455,124,0.0
302,,161,33,0.8
813,,486,298,0.65
223,,161,60,0.15
864,,486,246,0.15
486,279,486,142,0.5
478,,633,,0.45
46,,480,,0.3
874,,186,,0.3
455,109,486,249,0.6
483,,488,,0.75
936,,344,74,0.7
397,,486,255,0.45
879,,157,,0.3
925,,913,347,0.2
433,102,486,162,0.0
161,53,486,256,0.2
218,,486,196,0.85
161,39,161,49,0.15
311,,245,,0.6
365,,486,255,0.45
61,,486,176,0.2
872,,486,133,0.05
879,,161,35,0.05
140,,69,2,0.4
236,,488,,0.6
161,48,161,40,0.1
69,2,161,62,0.4
410,93,298,,0.35
433,100,486,217,0.0
185,,189,71,0.7
944,,43,,0.15
486,194,486,203,0.0
486,236,486,157,0.2
247,,69,2,0.1
161,21,486,150,0.3
298,,651,319,0.45
465,,828,,0.1
464,,832,,0.05
897,,486,284,0.3
65,,35,,0.05
486,207,486,224,0.2
161,47,161,20,0.35
183,,879,,0.6
465,,279,,0.55
326,,115,69,0.6
488,,486,198,0.9
335,,455,129,0.4
488,,486,183,0.35
752,,486,138,0.45
143,,115,69,0.6
455,106,486,286,0.1
929,,455,130,0.55
488,,486,267,0.25
640,,486,253,0.05
427,,455,109,0.65
658,,709,,0.2
162,,161,34,0.45
457,,379,,0.85
69,1,792,320,0.05
189,72,189,71,0.6
69,3,455,124,0.3
439,,115,69,0.1
748,,6,,0.15
486,315,486,164,0.65
453,,828,,0.05
926,,621,,0.1
486,244,486,171,0.3
486,214,455,108,0.15
427,,471,,0.3
289,,662,,0.3
809,,486,187,0.85
493,,427,,0.55
478,,486,178,0.1
35,,479,,0.0
173,,161,6,0.05
493,,486,257,0.15
813,,455,130,0.05
584,,486,306,0.15
637,,279,,0.45
302,,870,324,0.2
709,,486,229,0.05
161,49,486,153,0.2
487,,879,,0.25
3,,410,86,0.15
816,,486,308,0.6
161,65,410,87,0.7
3,,486,142,0.25
488,,486,142,0.0
828,,486,271,0.55
218,,486,257,0.3
686,,594,,0.1
651,319,486,263,0.15
161,45,486,276,0.25
811,,486,276,0.65
151,,439,,0.05
488,,486,268,0.5
813,,486,301,0.3
879,,486,294,0.35
35,,488,,0.25
310,,913,341,0.1
486,295,486,181,0.45
3,,486,310,0.25
410,85,699,,0.4
344,78,547,,0.4
792,320,486,197,0.05
876,,433,101,0.2
479,,486,197,0.45
277,,161,28,0.0
879,,455,106,0.55
462,,486,153,0.05
79,,479,,0.05
161,16,455,122,0.3
140,,486,136,0.5
151,,161,55,0.3
824,,486,303,0.1
846,,870,327,0.55
736,,344,76,0.05
486,270,486,238,0.2
36,,486,236,0.55
620,,455,120,0.25
486,163,486,137,0.4
69,4,913,341,0.9
486,222,486,220,0.3
852,,870,327,0.05
736,,486,248,0.5
651,318,486,218,0.4
144,,486,220,0.95
279,,274,,0.1
435,,486,316,0.8
455,111,486,157,0.1
492,,792,321,0.2
161,41,161,9,0.5
35,,298,,0.55
486,256,486,296,0.5
506,,218,,0.85
486,272,486,286,0.85
86,,486,152,0.15
69,3,486,137,0.1
61,,486,238,0.1
279,,115,67,0.65
486,134,486,224,0.0
489,,486,210,0.35
488,,486,196,0.35
455,111,651,318,0.3
175,,486,220,0.25
35,,274,,0.2
486,282,486,134,0.9
61,,792,321,0.7
769,,161,64,0.05
736,,870,323,0.95
488,,486,172,0.4
204,,161,21,0.4
471,,161,32,0.0
616,,344,79,0.3
350,,274,,0.25
75,,486,205,0.3
709,,486,285,0.1
115,69,486,260,0.25
161,40,161,36,0.05
486,216,486,262,0.25
427,,136,,0.15
69,3,455,109,0.2
268,,913,344,0.45
812,,480,,0.35
161,30,486,251,0.5
280,,161,10,0.5
94,,486,136,0.5
433,100,161,35,0.55
36,,115,68,0.15
344,82,245,,0.45
27,,486,273,0.15
344,82,43,,0.6
488,,161,63,0.55
493,,486,175,0.65
789,,486,257,0.4
69,1,35,,0.1
479,,69,4,0.0
410,88,161,48,0.15
813,,486,312,0.35
433,100,736,,0.2
664,,486,209,0.25
99,,486,294,0.05
899,,115,70,0.55
709,,69,4,0.45
279,,161,16,0.05
486,149,486,288,0.4
189,73,486,297,0.4
173,,486,138,0.0
455,107,486,262,0.45
736,,69,1,0.4
594,,455,111,0.55
828,,486,139,0.7
161,25,486,207,0.7
43,,245,,0.6
455,128,455,131,0.0
879,,35,,0.95
648,,479,,0.4
581,,455,119,0.4
940,,486,313,0.1
792,320,486,176,0.15
813,,486,289,0.95
266,,298,,0.4
433,102,410,88,0.05
189,71,151,,0.6
621,,486,233,0.1
770,,455,131,0.4
594,,486,197,0.05
869,,279,,0.35
247,,897,,0.45
69,3,486,305,0.0
166,,455,117,0.6
651,319,486,219,0.15
35,,410,90,0.85
84,,621,,0.55
151,,410,93,0.45
279,,486,170,0.3
175,,455,106,0.1
709,,792,322,0.85
439,,486,209,0.3
446,,486,150,0.8
913,345,161,17,0.65
547,,455,129,0.35
486,236,486,264,0.65
486,256,486,244,0.2
115,70,344,78,0.25
410,92,115,68,0.55
511,,587,,0.9
162,,189,71,0.55
65,,486,224,0.15
651,318,61,,0.65
189,73,486,191,0.7
486,190,455,130,0.0
855,,427,,0.55
640,,455,112,0.55
35,,828,,0.05
879,,161,64,0.05
486,315,486,146,0.75
907,,646,,0.35
149,,410,96,0.25
433,100,486,220,0.2
792,321,488,,0.75
679,,245,,0.05
140,,792,322,0.3
93,,488,,0.5
138,,621,,0.5
689,,488,,0.1
245,,410,89,0.3
494,,813,,0.7
488,,709,,0.05
427,,455,109,0.0
61,,455,120,0.05
709,,410,92,0.1
149,,486,246,0.8
913,348,455,106,0.1
651,318,486,256,0.8
277,,486,187,0.75
277,,486,276,0.05
813,,486,185,0.3
514,,913,344,0.75
298,,455,109,0.65
188,,479,,0.0
427,,410,95,0.15
811,,486,316,0.0
161,59,486,268,0.1
26,,486,253,0.05
61,,69,4,0.4
161,58,486,185,0.45
496,,161,48,0.1
936,,608,,0.55
813,,486,210,0.25
681,,486,150,0.05
69,1,344,80,0.65
486,163,486,263,0.35
61,,486,207,0.15
486,212,486,250,0.35
792,322,486,312,0.0
792,322,410,94,0.7
475,,486,266,0.3
852,,594,,0.25
273,,455,107,0.05
483,,486,186,0.0
455,113,161,5,0.5
161,38,279,,0.45
679,,184,,0.4
279,,486,160,0.55
427,,486,281,0.45
651,319,69,4,0.15
161,13,161,38,0.5
161,35,486,316,0.0
486,203,486,213,0.6
61,,798,,0.5
455,123,651,319,0.05
406,,813,,0.4
486,267,486,210,0.6
848,,736,,0.1
204,,486,152,0.0
428,,486,307,0.1
792,320,161,61,0.8
140,,486,268,0.7
43,,547,,0.4
673,,148,,0.25
25,,486,251,0.95
486,166,486,300,0.0
332,,344,83,0.25
486,160,486,186,0.0
941,,161,5,0.1
681,,913,343,0.0
483,,410,89,0.65
427,,175,,0.15
344,78,547,,0.15
69,1,486,308,0.25
584,,679,,0.05
427,,161,38,0.65
514,,792,322,0.1
187,,913,342,0.1
479,,410,92,0.0
273,,486,152,0.55
479,,486,248,0.4
455,110,486,290,0.25
161,54,161,13,0.45
74,,143,,0.7
115,69,486,303,0.15
115,67,344,76,0.3
486,305,486,258,0.05
486,157,486,224,0.25
505,,69,4,0.4
486,224,486,240,0.3
694,,455,121,0.55
410,86,455,117,0.8
444,,486,226,0.1
385,,143,,0.05
433,102,410,90,0.25
709,,486,308,0.6
487,,828,,0.2
486,313,455,103,0.05
651,319,298,,0.0
242,,486,198,0.3
52,,530,,0.4
312,,344,74,0.6
486,250,486,226,0.65
84,,486,272,0.1
43,,344,83,0.15
486,238,455,116,0.3
245,,344,76,0.4
35,,486,297,0.6
316,,317,,0.4
406,,455,114,0.25
658,,69,4,0.65
874,,455,125,0.3
874,,161,47,0.4
161,59,410,85,0.1
410,85,175,,0.25
486,144,455,123,0.1
151,,913,344,0.35
279,,486,217,0.0
486,180,161,18,0.05
175,,161,23,0.2
798,,427,,0.45
273,,486,260,0.15
406,,486,132,0.2
273,,455,129,0.4
763,,455,119,0.05
65,,792,321,0.1
485,,689,,0.5
87,,273,,0.1
486,242,455,105,0.55
35,,879,,0.3
410,91,486,272,0.0
486,185,486,269,0.15
608,,813,,0.5
491,,486,153,0.35
406,,672,,0.05
486,271,486,206,0.15
709,,486,135,0.5
640,,161,57,0.45
689,,792,320,0.2
161,42,486,159,0.55
277,,455,114,0.6
455,111,486,313,0.1
455,127,486,168,0.45
828,,161,54,0.0
67,,161,42,0.0
161,63,913,342,0.65
427,,455,105,0.4
792,321,651,319,0.25
486,302,486,168,0.5
410,93,792,321,0.3
486,306,486,237,0.15
455,106,455,122,0.2
319,,115,66,0.2
174,,410,96,0.6
824,,486,173,0.2
792,320,486,306,0.05
486,152,161,14,0.05
43,,344,78,0.15
274,,455,126,0.25
161,61,69,1,0.8
220,,189,72,0.5
279,,161,26,0.0
326,,486,141,0.55
161,46,161,45,0.1
272,,161,51,0.15
486,261,486,264,0.6
486,291,486,247,0.15
161,36,913,344,0.2
504,,344,76,0.4
136,,332,,0.8
218,,486,260,0.05
184,,486,270,0.65
672,,455,103,0.3
621,,455,104,0.6
65,,486,254,0.2
486,281,486,137,0.4
298,,486,229,0.25
26,,162,,0.25
792,322,486,300,0.45
679,,279,,0.85
138,,870,337,0.4
486,202,298,,0.0
455,107,792,321,0.25
789,,493,,0.45
410,97,161,52,0.15
486,308,486,265,0.2
651,318,455,130,0.3
486,273,486,212,0.2
486,247,410,85,0.2
926,,792,322,0.15
385,,486,296,0.1
61,,486,314,0.25
173,,514,,0.0
189,73,161,29,0.45
410,90,486,243,0.6
161,14,913,347,0.05
80,,115,70,0.8
444,,161,8,0.1
273,,455,105,0.4
115,67,913,343,0.05
136,,455,129,0.5
439,,651,319,0.15
486,170,486,190,0.45
274,,486,141,0.05
455,120,455,104,0.15
689,,813,,0.4
215,,921,,0.15
481,,218,,0.4
913,346,455,117,0.05
455,126,486,147,0.75
486,133,486,170,0.6
693,,455,106,0.05
270,,455,107,0.15
824,,486,176,0.45
171,,455,107,0.15
479,,161,52,0.0
765,,486,241,0.35
161,57,486,300,0.3
486,169,161,20,0.7
926,,486,231,0.15
474,,488,,0.15
665,,175,,0.05
300,,106,,0.35
76,,455,103,0.95
824,,486,234,0.45
594,,651,318,0.05
486,256,486,137,0.5
455,106,486,209,0.65
486,192,486,160,0.0
444,,486,171,0.05
792,321,161,16,0.15
433,102,486,306,0.2
535,,455,110,0.0
822,,486,277,0.55
913,341,913,343,0.15
545,,471,,0.35
486,170,486,271,0.9
884,,184,,0.8
455,112,455,111,0.25
455,130,486,216,0.55
161,32,486,257,0.25
161,5,486,276,0.25
410,93,455,110,0.2
835,,486,235,0.6
278,,813,,0.5
140,,115,70,0.7
486,313,161,43,0.35
173,,486,305,0.55
488,,486,202,0.4
824,,486,235,0.25
885,,651,318,0.8
218,,486,304,0.25
233,,594,,0.55
273,,486,194,0.0
827,,455,114,0.05
410,96,479,,0.9
69,3,486,312,0.05
709,,824,,0.05
479,,455,129,0.25
672,,171,,0.6
486,261,486,174,0.5
486,303,161,59,0.65
862,,344,76,0.35
792,321,115,68,0.0
924,,505,,0.25
486,285,161,63,0.8
900,,890,,0.2
336,,371,,0.15
913,348,486,177,0.15
486,264,486,161,0.2
471,,61,,0.7
31,,792,322,0.1
798,,455,116,0.7
455,114,486,273,0.85
813,,486,170,0.5
455,105,486,173,0.45
455,104,486,287,0.55
594,,218,,0.0
486,307,486,241,0.5
173,,486,207,0.15
245,,479,,0.1
486,223,486,315,0.45
347,,870,331,0.25
69,2,651,319,0.45
175,,486,215,0.1
870,331,870,328,0.1
184,,161,9,0.3
161,27,486,161,0.1
69,3,689,,0.15
486,310,486,312,0.3
433,100,486,189,0.35
403,,486,313,0.75
115,68,218,,0.2
433,101,486,309,0.8
471,,189,72,0.05
131,,371,,0.3
486,311,486,188,0.8
493,,455,118,0.15
813,,479,,0.5
106,,344,77,0.1
879,,161,35,0.1
410,94,486,266,0.3
439,,455,124,0.3
681,,410,97,0.9
491,,218,,0.15
824,,792,321,0.05
828,,792,322,0.35
471,,455,130,0.3
143,,486,233,0.1
445,,792,322,0.1
651,319,410,98,0.6
478,,486,241,0.05
406,,486,244,0.15
433,100,486,171,0.05
175,,161,18,0.4
879,,433,102,0.75
69,4,344,75,0.25
465,,161,10,0.25
245,,344,74,0.3
486,145,486,247,0.3
406,,792,322,0.25
161,56,486,202,0.4
189,71,486,187,0.15
360,,344,81,0.6
184,,486,244,0.05
479,,486,223,0.2
792,321,620,,0.2
410,97,832,,0.15
490,,651,318,0.0
736,,651,318,0.1
621,,486,290,0.7
486,148,486,265,0.1
828,,486,249,0.25
486,251,486,161,0.2
127,,486,306,0.5
486,190,486,185,0.7
344,78,486,194,0.0
651,318,813,,0.35
427,,486,265,0.05
455,117,486,241,0.1
651,319,455,119,0.35
417,,455,116,0.6
162,,486,294,0.0
486,133,486,138,0.75
245,,69,3,0.35
466,,680,,0.3
371,,486,236,0.3
61,,455,120,0.2
161,34,410,87,0.05
824,,439,,0.25
455,129,486,286,0.25
455,111,486,274,0.4
621,,61,,0.2
410,99,486,298,0.65
410,91,486,259,0.65
100,,84,,0.1
157,,189,71,0.05
69,2,709,,0.15
488,,792,320,0.3
205,,486,216,0.6
406,,486,287,0.2
344,77,479,,0.35
455,123,161,63,0.0
276,,277,,0.2
558,,162,,0.3
709,,161,8,0.25
486,160,488,,0.4
410,89,486,240,0.7
651,319,504,,0.4
277,,486,245,0.2
175,,161,11,0.1
913,343,344,81,0.15
619,,792,322,0.35
486,171,486,290,0.6
486,212,486,161,0.1
879,,486,187,0.2
61,,486,269,0.1
247,,455,122,0.05
824,,486,298,0.75
69,3,486,272,0.35
161,38,161,24,0.0
833,,486,203,0.7
46,,247,,0.0
211,,913,341,0.35
828,,204,,0.8
70,,486,193,0.65
775,,486,242,0.45
210,,709,,0.2
813,,455,113,0.6
161,22,486,274,0.85
874,,926,,0.1
479,,465,,0.15
824,,813,,0.4
65,,486,271,0.55
479,,61,,0.1
311,,69,4,0.35
137,,433,100,0.25
161,56,486,194,0.55
792,320,486,234,0.2
161,39,792,322,0.25
551,,348,,0.45
781,,486,168,0.7
140,,444,,0.1
69,4,486,213,0.0
488,,455,104,0.65
892,,594,,0.25
140,,69,3,0.15
486,268,161,7,0.65
493,,486,140,0.5
65,,115,68,0.2
455,128,115,67,0.05
277,,455,108,0.2
486,242,486,247,0.0
61,,455,115,0.45
302,,455,127,0.7
488,,486,177,0.6
410,95,161,43,0.0
896,,410,94,0.1
486,242,479,,0.65
873,,161,56,0.0
448,,65,,0.0
488,,455,115,0.0
119,,706,,0.25
486,245,486,255,0.6
427,,455,119,0.2
279,,486,235,0.1
921,,298,,0.5
173,,594,,0.5
465,,486,170,0.35
486,267,486,295,0.15
410,97,486,132,0.3
879,,35,,0.0
410,88,486,169,0.0
161,49,488,,0.55
486,284,455,120,0.4
273,,709,,0.25
486,229,486,181,0.55
505,,161,47,0.45
926,,302,,0.0
832,,589,,0.25
510,,651,318,0.1
873,,486,202,0.2
115,66,455,103,0.4
161,34,486,218,0.4
486,158,486,282,0.1
709,,514,,0.3
663,,131,,0.15
455,104,69,3,0.35
443,,486,253,0.2
676,,143,,0.0
289,,161,9,0.05
887,,514,,0.4
514,,161,13,0.5
462,,410,96,0.05
545,,944,,0.3
486,140,455,119,0.0
139,,730,,0.35
455,122,486,260,0.45
736,,410,89,0.45
858,,332,,0.45
65,,455,118,0.55
850,,870,340,0.65
69,2,486,220,0.05
455,120,161,53,0.35
106,,926,,0.0
198,,161,42,0.3
299,,486,190,0.5
792,322,161,42,0.35
486,175,486,183,0.15
69,1,486,209,0.05
492,,486,150,0.05
298,,218,,0.75
35,,455,131,0.15
439,,479,,0.75
651,318,189,73,0.55
455,110,455,126,0.7
73,,486,196,0.0
709,,486,207,0.15
493,,161,30,0.55
311,,306,,0.0
410,91,486,303,0.2
658,,486,206,0.0
268,,455,109,0.1
792,321,486,219,0.05
184,,486,237,0.5
302,,455,128,0.3
218,,486,210,0.65
486,166,486,217,0.25
97,,298,,0.15
727,,486,150,0.2
162,,486,230,0.4
157,,486,292,0.55
792,321,455,128,0.2
268,,455,124,0.85
276,,479,,0.2
344,79,387,,0.15
277,,455,120,0.1
61,,279,,0.0
780,,486,219,0.35
679,,455,111,0.0
455,116,486,183,0.05
410,97,455,118,0.0
479,,161,23,0.7
410,88,161,5,0.25
175,,486,149,0.1
921,,344,79,0.0
274,,486,246,0.9
406,,161,20,0.05
417,,486,237,0.2
913,347,486,204,0.0
84,,486,305,0.65
695,,277,,0.05
651,319,486,292,0.05
427,,486,133,0.25
69,4,433,101,0.0
175,,465,,0.35
437,,486,245,0.9
218,,272,,0.05
439,,486,237,0.4
486,227,486,191,0.35
410,90,161,43,0.75
486,154,486,305,0.75
302,,486,308,0.15
479,,455,121,0.45
709,,465,,0.75
772,,218,,0.2
3,,427,,0.4
175,,486,219,0.2
839,,486,196,0.2
455,109,486,221,0.2
161,38,486,266,0.1
913,343,486,314,0.05
486,188,486,158,0.4
455,123,486,205,0.5
116,,505,,0.25
699,,175,,0.45
455,131,455,118,0.35
486,256,486,146,0.0
792,322,455,107,0.55
486,306,486,300,0.5
455,128,486,208,0.25
161,45,161,43,0.1
486,311,161,53,0.0
879,,161,6,0.15
277,,486,279,0.85
659,,486,259,0.5
472,,792,322,0.1
792,321,161,58,0.4
792,322,69,3,0.45
792,320,486,206,0.05
486,206,486,163,0.45
792,320,486,220,0.1
486,187,486,235,0.35
161,11,486,255,0.35
161,33,486,280,0.0
161,29,410,93,0.5
455,118,486,187,0.25
216,,535,,0.15
439,,486,307,0.25
189,73,486,167,0.0
486,230,486,273,0.4
218,,65,,0.2
115,69,709,,0.75
510,,488,,0.1
3,,486,242,0.0
813,,455,106,0.8
298,,709,,0.3
455,112,486,173,0.0
427,,161,51,0.05
